Geneid	MB231-Combo-1.sorted.bam	MB231-Combo-2.sorted.bam	MB231-Combo-3.sorted.bam	MB231-DMSO-1.sorted.bam	MB231-DMSO-2.sorted.bam	MB231-DMSO-3.sorted.bam	MB231-MG132-1.sorted.bam	MB231-MG132-2.sorted.bam	MB231-MG132-3.sorted.bam	MB231-SHP-1.sorted.bam	MB231-SHP-2.sorted.bam	MB231-SHP-3.sorted.bam
LOC112267944	0	0	0	0	0	0	0	0	0	1	0	0
MINAR2	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19	0	0	0	0	0	0	0	1	0	0	0	0
ADAMTS19-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4460	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379169	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986367	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723654	0	0	1	2	0	0	0	2	0	0	0	1
MIR4633	0	0	0	0	0	0	0	0	0	0	0	0
ISOC1	362	362	363	847	824	772	910	845	926	946	896	888
LOC102723638	0	0	0	1	0	0	0	0	1	0	0	0
SLC27A6	1	2	2	0	0	0	1	0	2	0	0	0
LOC105379168	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379167	0	0	0	0	0	0	0	0	0	0	0	0
FBN2	23	63	75	2	7	5	24	16	56	5	17	15
POGLUT2P1	0	0	0	0	0	0	0	0	2	0	1	0
SLC12A2	1172	1226	1416	1570	1460	1515	1726	1542	1689	1754	1534	1584
LOC101929964	0	1	0	1	2	1	2	0	0	1	0	2
LINC01184	186	205	280	466	412	410	462	399	483	490	423	449
CUL1P1	0	0	0	0	0	0	1	0	0	0	0	0
CCDC192	1	0	0	0	0	0	1	1	0	0	0	0
LOC105379164	0	1	0	0	0	0	0	0	0	0	0	0
CTXN3	0	0	0	0	0	0	0	0	0	0	0	0
PRRC1	3390	3402	3704	2755	2614	2662	3072	2900	2959	3379	3007	3156
HNRNPKP1	3	6	4	3	4	5	6	8	10	9	4	14
LOC105379199	0	0	0	0	0	0	0	0	0	0	0	0
MEGF10	2	17	22	12	3	1	2	2	15	3	3	7
LOC105379198	0	3	0	3	6	10	5	1	3	1	1	5
SELENOTP2	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267893	0	0	0	0	0	0	0	0	0	0	0	0
MRPS5P3	0	0	0	0	0	0	0	0	0	0	0	0
C5orf63	75	82	73	101	107	125	116	150	102	113	125	109
LOC105379163	2	7	3	3	3	1	1	1	5	5	5	1
MARCHF3	765	873	1011	1108	1001	976	1035	1025	1018	1082	1065	998
LMNB1	1545	1628	1755	5866	5369	5410	6188	5589	6021	5923	5291	5427
RNU6-752P	0	0	0	0	0	0	0	0	0	0	0	0
LMNB1-DT	0	0	0	1	0	0	0	0	2	0	0	0
HSPE1P10	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3P3	0	0	0	0	0	0	0	0	1	0	0	0
LOC105379162	0	0	0	0	0	0	0	0	0	0	0	0
TEX43	0	0	0	0	0	0	0	1	0	0	0	0
RPLP1P7	7	8	3	10	8	12	12	8	10	10	10	7
PHAX	2701	2991	3283	3519	3178	3245	3448	3238	3602	3802	3213	3273
ALDH7A1	2108	2355	2461	3231	3015	2948	3226	3052	3374	3522	3290	3178
LOC101927514	1	0	0	1	0	2	0	1	4	3	0	3
GRAMD2B	2164	2212	2408	1543	1361	1347	1561	1450	1574	1661	1535	1681
LOC101927488	0	0	0	0	0	0	0	0	0	0	0	0
LINC02039	0	0	0	0	0	0	1	0	0	0	0	0
RPSAP37	0	0	0	0	0	0	0	0	0	0	0	0
LOC100419321	0	0	0	0	0	0	0	0	0	0	0	0
LINC02240	0	0	0	0	0	0	0	0	0	0	0	0
HMGB1P22	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379158	0	0	0	1	1	0	0	0	0	1	0	0
LOC107986391	0	0	0	0	2	0	1	0	0	0	0	0
LOC105379157	0	0	0	0	0	0	0	0	0	0	0	0
RPL28P3	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379156	0	0	0	0	0	0	0	0	0	0	0	0
ZNF608	174	190	202	568	538	536	676	590	607	715	787	708
LOC105379155	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986448	0	1	0	0	0	0	0	0	1	0	0	0
HMGB1P29	0	0	0	0	0	2	0	0	0	0	0	0
LOC101927397	0	0	3	0	1	0	0	0	1	0	1	2
LINC01170	6	0	0	0	0	0	0	0	1	0	0	0
KRT18P16	0	0	1	0	0	0	0	0	0	0	0	0
CSNK1G3	1680	1736	2096	1840	1607	1589	1766	1746	1807	2116	1792	1974
HMGB3P17	0	0	0	0	0	0	0	1	0	0	0	0
KRT8P33	10	13	5	14	10	18	8	2	13	10	19	10
CEP120	581	620	643	1005	871	889	931	938	964	1216	975	989
SUMO1P5	0	0	0	0	0	0	0	0	0	0	0	0
PRDM6	18	7	19	20	11	14	18	13	24	14	22	8
LOC105379152	9	12	19	14	17	15	9	24	22	18	15	15
RN7SL711P	0	0	0	0	0	0	0	0	0	0	0	0
PPIC-AS1	4	10	13	16	15	12	18	12	16	7	14	8
PPIC	357	437	521	729	741	700	665	649	739	653	711	696
RN7SL689P	11	14	18	20	14	13	11	13	19	17	18	9
SNX24	890	984	993	1030	958	982	1049	959	1010	1008	970	980
LOC105379154	2	2	6	2	2	1	4	6	6	0	5	5
SNX2	1681	1743	1941	2304	2047	2023	2190	2097	2311	2544	2220	2348
ARGFXP1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02201	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927357	0	0	0	1	0	0	0	0	0	0	0	0
LOC105379151	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986446	1	0	0	0	0	0	0	0	0	0	0	0
MGC32805	0	0	0	0	0	0	0	0	0	0	0	0
ANCV1RP	0	1	0	0	0	0	0	0	0	0	0	0
SNCAIP	1	1	4	3	3	2	4	4	9	2	3	5
LOC100505841	0	1	0	0	1	0	4	2	2	1	4	0
ZNF474	2	1	3	5	4	3	6	3	6	7	3	4
ZNF474-AS1	4	3	1	3	1	2	0	0	0	2	1	1
LOX	4871	5303	5852	5966	5550	5530	6546	5941	6200	6688	6332	6385
SRFBP1	897	1080	1064	1124	976	1020	1008	894	1129	1033	925	878
LOC105379148	0	0	0	0	0	0	0	0	0	0	0	0
FTMT	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379149	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379150	2	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P10	0	0	0	0	0	0	0	1	0	0	0	0
RPL18P3	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP44	0	0	0	0	0	0	0	0	0	0	0	0
LOC102467226	0	0	0	0	0	0	0	0	0	1	0	2
LOC105379147	0	0	0	0	0	0	0	0	0	0	0	0
RNU4-69P	0	0	0	0	0	0	0	0	0	0	0	0
PRELID3BP8	0	0	0	0	1	0	0	0	1	0	0	0
PRR16	38	31	44	126	114	159	137	115	176	180	133	171
RNU6-718P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379144	0	0	0	0	0	0	0	0	0	0	0	0
LOC348958	0	0	0	0	0	0	0	0	0	1	0	0
FAM170A	0	0	0	0	0	0	0	0	1	0	0	0
LOC107986444	0	0	0	0	1	0	0	0	0	0	2	0
FABP5P6	0	0	0	0	0	0	0	0	0	0	0	0
RPL21P58	0	0	0	0	0	0	1	0	0	0	0	0
HSD17B4	2715	2868	3026	2601	2533	2420	2590	2552	2772	2915	2630	2640
RNA5SP190	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723444	3	0	1	5	2	3	3	6	1	0	1	3
RN7SL174P	0	0	0	0	0	0	0	0	0	0	0	0
TNFAIP8	768	845	842	1271	1117	1237	1258	1221	1231	1406	1141	1262
MIR5706	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-701P	0	0	0	0	0	0	0	0	0	0	0	0
LAMTOR3P2	1	0	2	1	5	0	0	0	0	0	1	0
SEPTIN7P10	0	0	0	0	1	2	1	0	0	0	0	0
DMXL1	674	739	843	763	703	673	818	743	827	886	866	790
LOC100127986	0	0	0	0	0	0	0	0	0	0	0	0
LOC100128407	0	0	0	0	0	0	0	0	0	0	0	0
DMXL1-DT	1	3	0	0	0	1	0	1	0	1	0	2
MIR1244-2	0	0	0	0	0	0	0	0	0	0	0	0
PTMAP2	111	120	121	204	137	139	200	174	176	206	143	188
DTWD2	68	86	68	126	119	157	172	175	160	178	170	138
RNU7-34P	0	0	0	0	0	0	0	0	0	0	0	0
LINC02215	0	0	0	0	0	0	0	0	0	1	0	0
LINC02216	0	0	0	0	0	0	0	0	0	0	0	0
LINC02208	0	0	0	0	0	0	0	0	0	0	0	0
LINC02148	0	0	0	0	0	0	0	0	0	0	0	0
RPL7L1P4	0	0	0	0	0	0	0	0	0	0	0	0
LINC02147	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129526	1	0	0	0	0	0	1	0	0	0	0	0
LINC00992	0	0	0	0	0	0	0	0	0	0	1	0
LOC105379139	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP15	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379138	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986375	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379137	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379134	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379135	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379136	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379133	0	1	0	0	0	0	0	1	2	0	0	0
LINC02214	0	0	0	0	0	0	0	0	0	1	0	0
RPS17P2	0	0	0	0	0	0	0	0	0	0	0	0
SEMA6A-AS2	1	0	0	0	0	0	0	1	0	1	0	0
RPS14P8	1	0	0	0	0	3	0	0	1	0	0	0
SEMA6A-AS1	3	3	2	0	3	1	3	1	2	0	3	0
SEMA6A	35	41	25	35	25	32	44	25	38	33	18	30
LOC101927190	0	1	0	0	2	0	0	0	0	0	0	0
MIR12130	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P27	0	0	1	2	1	1	0	0	0	0	0	0
RNU6-644P	0	0	0	0	0	0	0	0	0	0	0	0
COMMD10	854	931	1013	1292	1021	1066	1216	1085	1293	1265	1111	1177
RPS25P6	396	413	374	470	459	462	401	431	465	469	445	495
ARL14EPL	3	1	2	7	2	1	1	2	1	6	5	2
DDX43P1	0	0	0	0	0	0	0	0	0	0	0	0
LVRN	15	12	10	9	1	2	6	5	5	2	1	2
LINCADL	0	0	0	0	1	0	0	0	0	0	0	0
AP3S1	2454	2671	2765	3341	2977	2876	3183	3145	3122	3350	2905	2897
ATG12	1761	1768	1890	1311	1158	1187	1454	1268	1485	1295	1180	1281
CDO1	6	11	8	0	0	0	0	0	6	4	1	3
RNU2-49P	0	0	0	0	0	0	0	0	0	0	0	0
H3P24	0	0	0	0	0	0	0	0	0	0	0	0
LOC102467217	0	0	0	0	0	0	0	0	0	0	0	0
TMED7	5245	5675	6279	5578	5146	5093	5790	5571	5871	6234	5395	5924
TICAM2-AS1	2	4	5	2	6	2	5	4	1	4	1	3
TICAM2	9	15	15	26	19	20	21	18	20	39	35	22
TMED7-TICAM2	44	33	47	19	21	29	26	43	37	28	27	28
FEM1C	2704	2796	3056	2000	1804	1841	2176	2043	2175	2195	2068	2230
CCT5P1	2	1	1	2	0	4	1	0	0	2	2	2
LOC112267949	0	0	0	0	0	0	0	0	0	0	0	0
AK3P4	0	0	0	0	0	0	0	0	0	0	0	0
CTNNA1P1	1	0	5	0	1	4	0	0	1	1	1	2
LOC105379130	0	0	0	1	0	1	0	0	0	0	0	1
LOC105379129	0	0	0	0	0	0	0	0	0	1	0	0
HMGN1P15	0	0	1	0	0	1	0	2	0	6	0	0
CCDC112	299	260	332	448	431	408	459	423	465	533	423	507
RPS2P26	3	2	5	2	0	2	2	1	1	5	0	0
PGGT1B	755	834	917	937	873	754	907	860	933	924	860	855
TRIM36	225	272	290	406	345	302	288	376	360	339	345	448
LINC01957	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927078	0	0	0	1	0	0	0	0	0	0	0	0
RN7SKP89	0	0	0	0	0	0	0	0	0	0	0	0
KCNN2	3	2	5	0	1	4	5	2	3	2	2	2
LOC105379127	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986441	0	0	0	0	0	0	0	0	0	0	0	0
YTHDC2	1023	949	1101	1281	1229	1133	1287	1186	1356	1481	1367	1294
RNU4ATAC13P	0	0	0	0	0	0	0	0	0	0	0	0
TSSK1B	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986366	0	0	0	0	1	0	0	0	0	0	0	0
MCC	159	189	229	232	180	183	265	222	221	303	253	209
DCP2	1584	1614	1815	1629	1535	1502	1759	1520	1639	1780	1503	1531
LOC105379126	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379123	0	2	0	0	1	2	3	2	6	1	3	8
ZRSR2P1	0	0	0	0	0	0	0	0	0	0	0	0
XBP1P1	0	0	0	0	0	0	0	0	0	0	0	0
REEP5	3605	4140	4226	5974	5361	5382	5818	5367	5855	6071	5287	5681
SRP19	2158	2204	2448	1902	1743	1809	1827	1831	1884	1956	1685	1752
RNU6-482P	0	0	0	0	0	0	0	0	0	0	0	0
CBX3P3	1	1	1	1	1	1	3	1	2	1	1	1
APC	498	544	539	882	848	845	1016	933	957	1136	1033	1109
LOC102467216	0	0	0	0	0	0	0	0	0	0	0	0
LINC02200	0	0	0	0	0	0	0	0	0	1	0	0
LOC100286958	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3P16	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L4A-DT	2	0	2	4	0	4	4	3	1	3	3	0
LOC101927023	0	0	0	0	0	0	0	1	0	0	0	0
SNORA13	1	0	6	0	2	0	0	0	0	2	0	1
EPB41L4A-AS1	480	446	443	203	176	212	226	239	187	226	199	210
EPB41L4A	60	68	73	46	55	55	57	71	70	39	53	48
NREP-AS1	1	0	0	0	0	0	0	0	0	0	0	0
HMGN1P14	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379122	0	0	0	0	0	0	0	0	0	0	0	0
NREP	146	175	137	486	404	406	406	456	469	621	576	532
RN7SKP57	0	0	1	1	0	0	0	0	1	0	1	0
HMGN1P13	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369177	5	22	12	6	1	11	2	17	13	3	2	9
STARD4-AS1	18	18	10	34	20	20	49	33	40	58	35	28
STARD4	541	562	592	429	355	484	522	422	437	544	432	459
CAMK4	210	212	198	333	299	359	288	269	320	317	302	339
RPS3AP21	13	7	14	8	5	5	4	10	10	2	2	13
LOC100129099	0	0	0	0	0	0	0	0	0	0	0	0
WDR36	2875	3178	3456	3160	2697	2757	2937	2789	3140	3084	2654	2975
TSLP	1	1	0	1	0	0	0	0	2	0	0	0
LOC105379121	0	0	0	0	0	0	0	0	0	0	0	0
LOC100131280	0	0	0	0	0	0	0	0	0	0	0	0
BCLAF1P1	1	0	0	1	0	0	1	0	0	3	0	1
SLC25A46	1737	1924	2111	3301	2969	3050	3446	3071	3226	3552	3144	3353
MIR548F3	0	0	0	0	0	0	0	0	0	0	0	0
TMEM232	5	8	4	14	16	12	15	14	10	9	9	14
LOC105379119	0	0	0	0	0	0	0	0	0	0	0	0
PGAM5P1	0	1	0	0	0	0	0	0	0	0	0	0
LINC01848	0	0	0	0	0	0	0	0	0	0	0	0
CT45B1P	2	0	0	0	2	0	1	2	1	1	0	0
RN7SKP230	1	3	0	0	1	0	1	1	2	0	1	3
MAN2A1	2784	2966	3469	3322	3037	3091	3441	3100	3542	3532	3331	3325
LOC105379118	14	30	25	45	25	32	38	22	36	43	41	27
KRT18P42	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379117	1	0	0	0	0	0	0	0	0	0	0	0
PJA2	3558	4112	4241	4505	4051	4075	4513	4276	4748	5542	4670	4876
LOC285638	7	1	8	7	6	2	4	0	3	5	4	3
GJA1P1	2	1	0	1	0	1	0	1	3	1	1	0
RNU6-47P	0	0	0	0	0	0	0	0	0	0	0	1
LOC100820733	0	0	0	0	0	0	0	0	0	0	0	0
RACK1P1	0	0	0	3	0	0	0	0	0	0	0	0
FER	1058	1186	1306	1405	1345	1248	1349	1441	1456	1561	1432	1439
LINC01023	16	12	17	22	28	24	32	10	26	33	22	25
LOC107986440	0	1	0	0	0	0	0	0	0	0	0	0
RPS20P3	0	0	0	0	2	0	1	1	1	3	1	1
LOC105379114	0	0	0	0	0	1	0	0	0	0	0	0
FBXL17	303	282	437	666	609	608	677	593	712	697	589	653
RN7SKP122	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL782P	0	0	0	0	0	0	0	0	0	0	0	0
LOC345576	0	0	1	0	1	0	0	0	0	0	0	0
EFNA5	565	555	695	754	826	711	856	721	786	885	855	883
PSMC1P5	11	5	15	4	3	4	7	4	6	6	10	4
LINC01950	0	0	0	1	0	0	0	0	0	0	0	0
LOC100289569	0	0	0	0	0	0	0	0	0	0	0	0
LOC345571	0	0	0	0	0	0	0	0	0	0	1	0
RNA5SP189	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986439	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379110	0	0	0	0	0	0	0	0	0	0	0	0
RAB9BP1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379111	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-334P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379109	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL255P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-140P	0	0	0	0	0	0	0	0	0	0	0	0
LINC02163	0	0	0	1	0	0	0	0	0	0	1	0
LOC101930276	0	0	1	0	0	0	0	1	0	0	0	0
LOC105379107	0	0	0	0	0	0	0	0	0	0	0	0
NUDT12	295	363	431	524	476	521	506	492	557	671	501	580
LINC02115	0	0	0	0	0	0	0	0	0	0	0	0
PDZPH1P	1	0	3	3	2	1	4	2	0	0	1	0
MACIR	968	1003	1063	963	787	739	934	794	982	884	870	899
PPIP5K2	1627	1541	1790	2401	2209	2152	2548	2346	2497	2523	2314	2369
GIN1	157	163	137	274	281	292	323	289	320	347	290	320
LOC105379105	0	0	0	0	0	0	0	0	0	3	0	0
EIF3KP1	1	0	2	1	0	1	0	1	1	0	0	1
PAM	5751	6242	6677	6507	6232	6023	6911	6624	7123	7334	6923	7124
LOC105379104	0	0	0	0	0	2	0	0	0	0	0	0
LINC00491	0	0	0	0	0	0	0	0	0	1	4	0
LINC00492	0	0	0	0	0	0	0	0	0	0	0	0
SLCO6A1	0	0	0	0	1	0	0	0	0	0	0	0
RN7SKP68	0	0	0	0	0	0	0	0	0	0	0	0
SLCO4C1	6	7	0	4	2	3	6	4	6	3	6	6
RNA5SP188	0	0	0	0	0	0	0	0	0	0	0	0
OR7H2P	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL802P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379102	0	0	0	0	0	0	0	0	0	0	0	0
GTF3AP4	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986438	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986437	1	0	2	1	0	4	1	0	0	0	1	1
MIR548P	0	0	0	0	1	0	0	0	0	0	0	0
ST8SIA4	32	35	29	93	70	82	69	92	90	105	78	91
RN7SKP62	0	0	0	0	0	0	0	0	0	0	0	0
FAM174A	536	599	628	672	690	720	754	726	775	720	752	730
LOC105379100	1	1	0	0	0	0	0	0	2	0	0	1
LOC441098	0	0	0	0	1	0	0	0	0	0	0	0
LOC105379101	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1119P	0	0	0	0	0	0	0	0	0	0	0	0
GUSBP7	0	0	0	0	0	0	0	0	0	0	0	0
MTCO1P22	0	0	0	1	0	0	0	0	0	0	0	0
MTCO2P22	0	0	0	0	0	0	0	0	0	0	0	0
MTATP8P3	0	0	0	0	0	0	0	0	0	0	0	0
MTATP6P2	0	0	0	0	0	0	1	0	0	0	0	0
MTCO3P22	0	0	0	0	0	0	0	0	0	0	0	0
MTND3P19	0	0	0	0	0	0	0	0	0	0	0	0
MTND4P35	0	0	0	0	0	0	1	0	0	0	0	0
MTND5P10	0	0	0	0	0	0	0	0	0	0	0	0
MTND6P22	0	0	0	0	0	0	0	0	0	0	1	1
MTCYBP22	0	0	0	0	0	0	0	0	0	0	0	0
EEF1A1P20	0	0	0	0	0	0	0	0	0	0	0	0
CRLF3P2	0	0	0	0	0	0	0	0	0	0	0	0
LINC02113	0	0	0	0	0	0	0	0	0	0	0	0
GUSBP8	0	0	0	0	0	0	0	0	0	0	0	0
LOC100652833	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986436	0	2	1	0	0	0	0	0	0	5	0	2
RPS9P3	1	0	0	0	0	0	0	0	0	0	0	0
LOC100289230	7	9	7	14	7	6	13	13	10	15	24	5
CHD1-DT	0	0	1	0	0	0	0	0	0	3	0	0
RNU6-402P	1	0	0	0	0	3	0	0	0	0	0	0
CHD1	3746	3996	4495	3663	3297	3436	3841	3551	3753	3925	3339	3540
LOC105379099	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1A1P3	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986435	0	0	0	0	0	0	0	0	0	0	0	0
RGMB-AS1	42	43	26	64	78	54	36	51	64	42	48	48
RGMB	1274	1426	1710	2075	1817	1952	1995	1929	1980	1921	1865	1764
DDX18P4	0	0	0	0	0	0	0	0	1	0	0	0
CTBP2P4	15	7	14	12	13	10	25	11	13	6	16	9
MTCO1P24	0	0	0	0	0	0	0	0	0	0	0	0
MTCO2P24	0	0	0	0	0	0	0	0	0	0	0	0
MRPS35P2	0	0	0	0	0	0	0	0	0	0	0	0
KRT8P32	1	0	0	1	1	1	0	0	2	1	0	0
LOC402221	0	0	1	0	0	1	0	0	0	0	1	0
PSME2P1	16	29	29	25	31	19	30	39	22	29	26	30
LOC100420130	0	0	0	0	0	0	0	0	0	0	0	0
LINC01846	0	0	0	0	0	0	0	0	0	1	0	0
LINC02234	0	0	0	0	4	2	3	2	5	1	3	0
LOC391813	0	0	0	0	0	0	0	0	0	0	0	0
MTCYBP40	0	0	0	0	0	0	0	0	0	0	0	0
LINC01340	0	1	0	1	4	0	0	0	0	0	2	0
LOC100289037	0	0	0	0	0	0	0	0	1	0	0	0
YTHDF1P1	0	0	0	1	0	0	0	0	0	2	0	0
RNU1-73P	0	0	3	2	2	0	0	0	0	0	0	1
RIOK2	1213	1303	1474	1553	1418	1511	1483	1457	1645	1688	1405	1594
LIX1	1	1	0	0	0	2	1	0	0	0	1	1
LIX1-AS1	0	1	1	0	0	2	0	0	1	0	1	0
SETP22	0	0	1	2	0	1	0	0	0	0	0	1
RPS20P16	0	3	1	0	0	0	0	0	0	0	0	0
LNPEP	1632	1591	1787	2327	2172	2209	2501	2338	2364	2664	2344	2179
ERAP2	233	245	258	246	273	217	341	233	319	324	252	254
LOC102724748	66	54	64	65	68	45	64	67	73	52	70	55
ERAP1	2212	2262	2543	2673	2586	2475	2816	2608	2755	2940	2844	2728
LOC105379094	2	1	0	1	3	1	3	0	0	0	0	0
LOC107986363	102	90	118	157	136	134	166	149	117	151	132	132
LOC107986364	5	9	5	22	15	12	12	9	29	17	24	12
CAST	9159	9878	11017	12901	12347	12466	14122	13395	14030	14678	13370	13763
LOC107986362	1	0	0	0	0	0	0	0	0	0	0	0
LOC102724070	0	0	0	0	0	1	0	0	0	0	0	0
PCSK1	7	9	13	2	1	5	9	0	12	3	4	3
LOC107986365	0	0	0	0	0	0	0	0	0	0	1	0
RNU6-524P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379675	0	0	0	0	0	0	0	0	0	1	0	0
MIR583	0	0	0	0	0	0	0	0	0	0	0	0
MIR583HG	1	0	0	2	4	1	1	1	1	0	2	0
LOC105379096	0	2	1	0	0	0	0	0	0	0	1	1
FABP5P5	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929710	0	1	3	1	0	0	1	0	0	1	0	1
ELL2	2312	2566	2682	2888	2775	2753	3196	2903	2890	2985	2933	2729
LOC105379091	0	0	0	0	0	0	0	0	1	0	3	0
LINC01554	6	3	0	4	0	1	4	1	4	0	0	4
LOC102724720	0	1	2	7	5	2	3	8	4	8	7	2
GGCTP1	0	1	1	4	2	0	4	2	9	3	2	5
GLRX	1309	1236	1411	1101	999	968	1044	1063	1142	1039	840	978
HSPD1P11	14	21	16	8	12	10	17	13	7	21	22	20
RHOBTB3	16549	17003	19225	14296	13143	13664	14539	14099	14362	17213	16221	16053
LOC105379090	2	0	4	3	4	2	3	2	1	2	5	0
SPATA9	19	26	17	28	26	43	39	19	26	25	13	24
RFESD	25	38	28	36	35	37	37	40	62	60	30	37
LOC112267933	0	0	0	0	0	0	0	0	0	0	0	0
GPR150	0	0	0	0	0	2	0	0	0	0	0	0
ARSK	185	187	201	393	378	377	438	353	435	467	410	400
RNU6-308P	2	1	0	0	0	0	1	0	2	3	0	0
TTC37	2494	2733	2805	3230	2862	2736	3183	3017	3224	3521	2955	3045
RTRAFP2	0	0	0	0	0	0	0	0	0	0	0	0
FAM81B	0	0	2	0	0	0	2	0	0	0	0	0
LOC105379089	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P18	2	0	0	0	0	0	0	0	1	0	0	0
MCTP1	395	543	557	823	816	737	824	732	829	821	679	715
SLF1	710	817	830	1121	1030	1014	1124	1114	1173	1210	1140	1071
LOC100533629	1	0	0	2	1	0	0	1	0	0	0	0
LOC105379086	0	1	1	1	0	0	0	0	0	0	0	1
MTCYBP35	0	0	0	0	0	0	0	0	0	0	0	0
MTND6P3	0	0	0	0	0	0	0	0	0	0	0	1
MTND5P12	0	0	0	0	0	0	1	0	0	0	0	0
KIAA0825	11	19	15	15	16	16	16	15	22	25	11	22
LOC105379087	1	0	1	0	2	0	0	0	1	2	0	2
POU5F2	2	3	1	2	0	5	1	1	6	2	2	2
NPM1P27	1239	1411	1369	1331	1331	1370	1319	1247	1391	1462	1016	1135
MIR2277	0	0	0	0	0	0	0	0	0	0	0	0
FAM172A	509	496	607	581	491	524	575	587	657	655	592	556
NR2F1	41	82	66	68	55	72	83	61	82	80	75	72
NR2F1-AS1	73	96	116	133	104	136	129	156	133	121	98	139
POLD2P1	0	0	1	0	0	0	0	0	1	1	0	1
LOC105379083	2	2	1	0	5	2	2	1	4	0	6	4
LOC107986388	0	0	0	0	0	0	0	0	0	0	0	0
LINC02058	0	0	0	0	0	0	0	0	0	0	2	0
CCT7P2	0	0	0	0	0	0	0	0	0	0	1	0
LDHBP3	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379082	0	0	0	0	1	0	0	0	0	0	0	0
LOC105379080	1	0	0	0	0	1	2	0	0	0	0	0
PCBP2P3	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379078	1	0	0	0	0	0	0	2	0	0	0	0
LOC107986434	0	0	0	0	0	0	0	0	0	0	0	0
RAB5CP2	0	0	1	1	0	0	0	0	0	0	0	0
ARRDC3-AS1	4	2	3	2	5	3	6	7	7	1	2	4
ARRDC3	1329	1538	1457	1775	1632	1585	1941	1716	1836	2339	1912	2212
RPS18P7	0	0	0	0	0	0	0	0	0	0	0	0
LUCAT1	219	264	275	226	155	142	173	195	142	190	176	171
RNU4-90P	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986433	1	0	0	0	1	0	0	0	2	0	0	0
LOC107986432	1	1	0	2	3	1	5	0	1	1	2	1
TMEM251P1	0	0	0	0	0	0	1	1	0	0	0	0
LOC105379077	0	0	0	0	0	0	1	0	0	0	0	0
ADGRV1	21	26	29	40	19	30	40	36	26	31	34	42
